order_id,line_number,sku,product_name,quantity,unit_price,line_amount
2063,1,HB-1000,Bike Mount,3,32.58,97.74
2064,1,FL-2000,Headlamp Lite,3,32.4,97.2
2065,1,AC-2000,Camp Lantern,3,51.61,154.83
2066,1,AC-1000,USB-C Charger,2,88.19,176.38
2067,1,FL-2000,USB-C Charger,4,52.42,209.68
2068,1,FL-1000,Pocket Beam,1,69.12,69.12
2069,1,AC-2000,USB-C Charger,2,14.05,28.1
2070,1,HB-1000,Battery Pack,4,59.85,239.4
2071,1,HL-1000,Camp Lantern,2,23.13,46.26
2072,1,HL-1000,Camp Lantern,1,90.3,90.3
2073,1,HL-1000,Bike Mount,4,12.84,51.36
2074,1,AC-1000,USB-C Charger,1,11.3,11.3
2075,1,CL-1000,Battery Pack,1,79.65,79.65
2076,1,HB-1000,Bike Mount,3,31.54,94.62
2077,1,AC-2000,Pocket Beam,1,64.14,64.14
2078,1,AC-1000,Bike Mount,1,57.72,57.72
2079,1,AC-1000,USB-C Charger,2,27.92,55.84
2080,1,CL-1000,Headlamp Lite,1,42.86,42.86
2081,1,AC-1000,Battery Pack,3,17.78,53.34
2082,1,AC-1000,Bike Mount,2,10.44,20.88
2083,1,CL-1000,Headlamp Lite,4,24.25,97.0
2084,1,FL-1000,Camp Lantern,4,56.85,227.4
2085,1,CL-1000,Camp Lantern,2,95.9,191.8
2086,1,FL-2000,USB-C Charger,3,37.64,112.92
2087,1,BK-1000,Headlamp Lite,1,79.57,79.57
2088,1,BK-1000,Trail Blazer,4,67.33,269.32
2089,1,AC-1000,Pocket Beam,3,25.43,76.29
2090,1,HL-1000,Trail Blazer,2,84.8,169.6
2091,1,CL-1000,Pocket Beam,2,26.02,52.04
2092,1,CL-1000,Battery Pack,1,82.97,82.97
2093,1,CL-1000,Trail Blazer,2,77.02,154.04
2094,1,CL-1000,USB-C Charger,3,8.08,24.24
2095,1,CL-1000,Pocket Beam,3,23.62,70.86
2096,1,BK-1000,Headlamp Lite,4,56.34,225.36
2097,1,BK-1000,Trail Blazer,4,19.52,78.08
2098,1,CL-1000,Pocket Beam,1,99.93,99.93
2099,1,HL-1000,Camp Lantern,3,89.63,268.89
2100,1,FL-1000,Battery Pack,3,55.63,166.89
2101,1,FL-2000,Trail Blazer,1,27.49,27.49
2102,1,BK-1000,Bike Mount,2,66.01,132.02
2103,1,FL-1000,USB-C Charger,4,87.92,351.68
2104,1,BK-1000,Headlamp Pro,4,43.57,174.28
2105,1,FL-1000,Battery Pack,3,68.6,205.8
2106,1,FL-2000,Trail Blazer,4,97.04,388.16
2107,1,BK-1000,Bike Mount,4,96.17,384.68
2108,1,AC-1000,USB-C Charger,3,26.22,78.66
2109,1,HL-1000,Camp Lantern,1,59.6,59.6
2110,1,FL-2000,Trail Blazer,1,87.99,87.99
2111,1,FL-2000,Headlamp Pro,1,66.38,66.38
2112,1,FL-1000,Pocket Beam,4,50.61,202.44
2113,1,HB-1000,Pocket Beam,3,98.31,294.93
2114,1,AC-2000,Headlamp Lite,1,90.34,90.34
2115,1,FL-2000,USB-C Charger,2,6.0,12.0
2116,1,HL-1000,Battery Pack,1,79.86,79.86
2117,1,HB-1000,Trail Blazer,3,31.33,93.99
2118,1,CL-1000,Trail Blazer,1,64.82,64.82
2119,1,CL-1000,Pocket Beam,3,32.87,98.61
2120,1,HL-1000,Camp Lantern,1,70.93,70.93
2121,1,FL-2000,USB-C Charger,2,23.23,46.46
2122,1,AC-2000,Headlamp Pro,3,52.54,157.62
2123,1,FL-1000,Pocket Beam,2,21.91,43.82
2124,1,FL-2000,Headlamp Pro,1,11.72,11.72
2125,1,AC-2000,Trail Blazer,1,97.34,97.34
2126,1,FL-1000,Headlamp Pro,1,8.56,8.56
2127,1,FL-1000,Headlamp Pro,1,68.7,68.7
2128,1,AC-2000,Camp Lantern,1,39.46,39.46
2129,1,CL-1000,Camp Lantern,3,36.19,108.57
2130,1,FL-1000,Battery Pack,1,65.37,65.37
2131,1,CL-1000,Camp Lantern,4,64.53,258.12
2132,1,HL-1000,USB-C Charger,1,75.22,75.22
2133,1,FL-1000,USB-C Charger,1,6.16,6.16
2134,1,HL-1000,Headlamp Lite,1,35.62,35.62
2135,1,FL-2000,Pocket Beam,4,9.2,36.8
2136,1,AC-1000,Battery Pack,2,86.45,172.9
2137,1,FL-1000,Battery Pack,3,60.32,180.96
2138,1,BK-1000,Headlamp Pro,3,10.67,32.01
2139,1,CL-1000,Pocket Beam,1,46.89,46.89
2140,1,FL-2000,Headlamp Lite,4,36.08,144.32
2141,1,CL-1000,Headlamp Lite,1,15.01,15.01
2142,1,FL-1000,USB-C Charger,3,12.25,36.75
2143,1,FL-1000,Pocket Beam,4,99.38,397.52
2144,1,CL-1000,Headlamp Pro,2,77.69,155.38
2145,1,FL-2000,Pocket Beam,4,33.84,135.36
2146,1,BK-1000,Camp Lantern,4,91.23,364.92
2147,1,HL-1000,Trail Blazer,4,25.39,101.56
2148,1,BK-1000,Headlamp Lite,3,36.69,110.07
2149,1,FL-2000,Headlamp Pro,2,35.43,70.86
2150,1,AC-2000,Pocket Beam,4,53.28,213.12
2151,1,BK-1000,Trail Blazer,1,44.77,44.77
2152,1,HL-1000,Battery Pack,4,46.98,187.92
2153,1,CL-1000,Pocket Beam,3,89.24,267.72
2154,1,CL-1000,Bike Mount,4,31.82,127.28
2155,1,HL-1000,Trail Blazer,4,21.28,85.12
2156,1,HL-1000,Headlamp Lite,4,17.97,71.88
2157,1,CL-1000,Headlamp Lite,1,98.37,98.37
2158,1,HB-1000,Headlamp Pro,3,42.73,128.19
2159,1,FL-1000,Pocket Beam,3,95.18,285.54
2160,1,BK-1000,Camp Lantern,1,95.55,95.55
2161,1,BK-1000,Bike Mount,3,75.42,226.26
2162,1,BK-1000,Headlamp Lite,3,80.35,241.05
2163,1,AC-1000,Pocket Beam,3,98.23,294.69
2164,1,FL-1000,Pocket Beam,3,77.35,232.05
2165,1,HB-1000,Bike Mount,4,64.5,258.0
2166,1,FL-1000,Headlamp Lite,1,69.58,69.58
2167,1,BK-1000,Headlamp Lite,1,75.69,75.69
2168,1,AC-2000,Battery Pack,2,5.68,11.36
2169,1,AC-1000,Bike Mount,2,38.37,76.74
2170,1,HL-1000,USB-C Charger,2,14.0,28.0
2171,1,HL-1000,Battery Pack,3,59.11,177.33
2172,1,CL-1000,Headlamp Pro,3,93.61,280.83
2173,1,HB-1000,Trail Blazer,1,21.68,21.68
2174,1,FL-2000,USB-C Charger,2,96.11,192.22
2175,1,HL-1000,Pocket Beam,2,89.88,179.76
2176,1,FL-2000,Bike Mount,2,49.32,98.64
2177,1,FL-2000,Pocket Beam,2,97.44,194.88
2178,1,CL-1000,Camp Lantern,2,6.24,12.48
2179,1,CL-1000,Camp Lantern,3,21.85,65.55
2180,1,AC-2000,Bike Mount,3,71.91,215.73
2181,1,AC-1000,Bike Mount,4,56.47,225.88
2182,1,AC-2000,Bike Mount,4,55.24,220.96
2183,1,HB-1000,USB-C Charger,3,46.09,138.27
2184,1,AC-1000,Trail Blazer,1,60.43,60.43
2185,1,AC-2000,Bike Mount,2,81.4,162.8
2186,1,FL-2000,Headlamp Pro,3,49.53,148.59
2187,1,HB-1000,Trail Blazer,1,15.43,15.43
2188,1,FL-1000,Bike Mount,1,74.84,74.84
2189,1,AC-2000,USB-C Charger,4,39.73,158.92
2190,1,AC-1000,Headlamp Lite,1,53.16,53.16
2191,1,HL-1000,Bike Mount,2,5.66,11.32
2192,1,BK-1000,Camp Lantern,2,56.99,113.98
2193,1,HB-1000,Battery Pack,3,23.53,70.59
2194,1,AC-1000,Trail Blazer,1,33.49,33.49
2195,1,HL-1000,Camp Lantern,4,7.85,31.4
2196,1,FL-1000,Headlamp Pro,3,19.15,57.45
2197,1,HB-1000,USB-C Charger,2,37.59,75.18
2198,1,FL-1000,Battery Pack,4,55.41,221.64
2199,1,AC-2000,Trail Blazer,2,86.99,173.98
2200,1,AC-2000,Headlamp Pro,3,36.33,108.99
2201,1,AC-2000,Camp Lantern,2,66.75,133.5
2202,1,BK-1000,Bike Mount,4,55.0,220.0
2203,1,HL-1000,Pocket Beam,3,42.78,128.34
2204,1,AC-2000,Headlamp Pro,3,27.76,83.28
2205,1,CL-1000,Headlamp Pro,3,33.55,100.65
2206,1,BK-1000,Headlamp Lite,3,82.58,247.74
2207,1,AC-2000,Battery Pack,4,84.4,337.6
2208,1,HL-1000,USB-C Charger,3,46.11,138.33
2209,1,HB-1000,Trail Blazer,2,90.88,181.76
2210,1,FL-1000,Pocket Beam,3,68.25,204.75
2211,1,CL-1000,USB-C Charger,3,18.98,56.94
2212,1,HB-1000,Battery Pack,1,94.0,94.0
2213,1,CL-1000,Bike Mount,3,77.71,233.13
2214,1,AC-1000,Camp Lantern,4,27.18,108.72
2215,1,CL-1000,Headlamp Pro,2,58.7,117.4
2216,1,FL-1000,USB-C Charger,2,85.7,171.4
2217,1,HL-1000,Headlamp Lite,1,73.4,73.4
2218,1,AC-1000,Pocket Beam,4,34.42,137.68
2219,1,BK-1000,Battery Pack,1,90.26,90.26
2220,1,BK-1000,Bike Mount,4,11.59,46.36
2221,1,AC-1000,Trail Blazer,4,47.69,190.76
2222,1,CL-1000,USB-C Charger,2,94.87,189.74
2223,1,FL-2000,Pocket Beam,4,56.65,226.6
2224,1,BK-1000,Headlamp Lite,3,18.32,54.96
2225,1,CL-1000,Headlamp Lite,4,30.75,123.0
2226,1,CL-1000,Camp Lantern,1,44.22,44.22
2227,1,HL-1000,Bike Mount,1,33.82,33.82
2228,1,AC-1000,USB-C Charger,3,79.48,238.44
2229,1,FL-2000,Trail Blazer,3,30.54,91.62
2230,1,HL-1000,Battery Pack,2,92.91,185.82
2231,1,HB-1000,Headlamp Lite,3,61.85,185.55
2232,1,FL-1000,Camp Lantern,4,5.69,22.76
2233,1,AC-1000,Battery Pack,2,72.58,145.16
2234,1,AC-1000,Headlamp Lite,4,40.68,162.72
2235,1,CL-1000,Headlamp Lite,2,79.12,158.24
2236,1,CL-1000,Trail Blazer,3,68.24,204.72
2237,1,AC-2000,Pocket Beam,3,29.45,88.35
2238,1,HL-1000,Bike Mount,4,98.75,395.0
2239,1,AC-2000,Camp Lantern,3,45.66,136.98
2240,1,FL-2000,Camp Lantern,1,36.0,36.0
2241,1,FL-1000,Camp Lantern,4,65.68,262.72
2242,1,BK-1000,Headlamp Pro,2,21.93,43.86
2243,1,HL-1000,USB-C Charger,4,28.13,112.52
2244,1,BK-1000,Headlamp Lite,2,83.32,166.64
2245,1,AC-1000,Trail Blazer,1,10.59,10.59
2246,1,HL-1000,Pocket Beam,3,56.43,169.29
2247,1,CL-1000,Pocket Beam,2,74.66,149.32
2248,1,AC-1000,Pocket Beam,4,57.96,231.84
2249,1,HB-1000,Battery Pack,4,23.75,95.0
2250,1,CL-1000,Trail Blazer,4,35.58,142.32
2251,1,HL-1000,Pocket Beam,1,15.28,15.28
2252,1,AC-2000,Headlamp Lite,1,46.23,46.23
2253,1,AC-1000,Pocket Beam,4,42.17,168.68
2254,1,HB-1000,Camp Lantern,3,67.36,202.08
2255,1,AC-2000,Headlamp Pro,1,100.0,100.0
2256,1,FL-2000,Bike Mount,1,24.28,24.28
2257,1,FL-2000,Camp Lantern,3,6.06,18.18
2258,1,AC-2000,Bike Mount,3,13.26,39.78
2259,1,BK-1000,Bike Mount,1,46.7,46.7
2260,1,FL-1000,USB-C Charger,4,92.62,370.48
2261,1,AC-1000,Trail Blazer,3,41.45,124.35
2262,1,AC-1000,Trail Blazer,2,62.47,124.94
2263,1,BK-1000,Headlamp Pro,4,75.34,301.36
2264,1,HL-1000,USB-C Charger,2,59.52,119.04
2265,1,FL-1000,Camp Lantern,3,44.75,134.25
2266,1,FL-1000,Headlamp Lite,4,39.96,159.84
2267,1,AC-1000,Trail Blazer,2,7.36,14.72
2268,1,FL-2000,Headlamp Lite,2,74.49,148.98
2269,1,AC-1000,Camp Lantern,3,28.33,84.99
2270,1,FL-1000,Headlamp Lite,2,84.98,169.96
2271,1,FL-2000,Pocket Beam,2,95.14,190.28
2272,1,BK-1000,Pocket Beam,1,23.89,23.89
2273,1,FL-1000,Headlamp Pro,3,30.65,91.95
2274,1,AC-1000,Pocket Beam,2,58.02,116.04
2275,1,HL-1000,Camp Lantern,2,36.97,73.94
2276,1,HL-1000,Pocket Beam,1,33.68,33.68
2277,1,FL-2000,Headlamp Pro,3,70.12,210.36
2278,1,FL-1000,Headlamp Lite,4,85.09,340.36
2279,1,BK-1000,Camp Lantern,1,71.91,71.91
2280,1,HL-1000,USB-C Charger,2,44.58,89.16
2281,1,CL-1000,Headlamp Pro,3,47.9,143.7
2282,1,BK-1000,Headlamp Pro,4,81.95,327.8
2283,1,HL-1000,Headlamp Lite,1,43.31,43.31
2284,1,FL-2000,Trail Blazer,1,55.26,55.26
2285,1,FL-2000,Pocket Beam,1,34.4,34.4
2286,1,AC-2000,Pocket Beam,2,91.27,182.54
2287,1,HB-1000,Pocket Beam,1,35.18,35.18
2288,1,AC-2000,Headlamp Lite,3,7.19,21.57
2289,1,CL-1000,USB-C Charger,1,51.69,51.69
2290,1,FL-1000,Trail Blazer,4,68.23,272.92
2291,1,AC-2000,Camp Lantern,2,32.99,65.98
2292,1,AC-1000,Pocket Beam,3,76.13,228.39
2293,1,FL-2000,USB-C Charger,4,17.69,70.76
2294,1,FL-2000,Bike Mount,4,32.55,130.2
2295,1,BK-1000,USB-C Charger,1,76.26,76.26
2296,1,AC-1000,Headlamp Pro,1,67.03,67.03
2297,1,BK-1000,Battery Pack,3,5.21,15.63
2298,1,FL-1000,USB-C Charger,2,49.88,99.76
2299,1,AC-1000,Bike Mount,1,83.76,83.76
2300,1,AC-2000,USB-C Charger,4,13.54,54.16
2301,1,FL-1000,Pocket Beam,4,15.2,60.8
2302,1,HB-1000,USB-C Charger,3,16.51,49.53
2303,1,HL-1000,Pocket Beam,3,64.81,194.43
2304,1,FL-2000,Trail Blazer,1,53.34,53.34
2305,1,HB-1000,USB-C Charger,3,99.58,298.74
2306,1,HL-1000,Headlamp Lite,3,93.79,281.37
2307,1,FL-2000,Trail Blazer,3,69.3,207.9
2308,1,AC-1000,Battery Pack,2,94.32,188.64
2309,1,CL-1000,USB-C Charger,1,96.69,96.69
2310,1,AC-2000,Headlamp Pro,1,31.32,31.32
2311,1,FL-2000,Trail Blazer,3,24.3,72.9
2312,1,FL-2000,USB-C Charger,4,42.89,171.56
2313,1,FL-2000,Trail Blazer,2,70.0,140.0
2314,1,HB-1000,Battery Pack,4,46.53,186.12
2315,1,CL-1000,Headlamp Lite,1,41.16,41.16
2316,1,HL-1000,Bike Mount,3,83.34,250.02
2317,1,HB-1000,Battery Pack,1,59.04,59.04
2318,1,BK-1000,USB-C Charger,2,68.12,136.24
2319,1,AC-1000,USB-C Charger,4,96.93,387.72
2320,1,CL-1000,Battery Pack,4,68.09,272.36
2321,1,CL-1000,Headlamp Lite,2,71.36,142.72
2322,1,CL-1000,Pocket Beam,4,38.99,155.96
2323,1,CL-1000,Battery Pack,2,72.68,145.36
2324,1,HB-1000,USB-C Charger,1,79.59,79.59
2325,1,HL-1000,Headlamp Lite,1,68.55,68.55
2326,1,AC-1000,Bike Mount,4,59.24,236.96
2327,1,FL-2000,Camp Lantern,4,43.35,173.4
2328,1,BK-1000,Headlamp Lite,1,77.56,77.56
2329,1,AC-2000,Trail Blazer,1,45.27,45.27
2330,1,AC-2000,USB-C Charger,3,45.29,135.87
2331,1,FL-1000,Battery Pack,3,53.71,161.13
2332,1,AC-1000,Trail Blazer,4,83.99,335.96
2333,1,BK-1000,USB-C Charger,3,9.52,28.56
2334,1,HB-1000,Camp Lantern,1,71.07,71.07
2335,1,FL-1000,Bike Mount,3,53.35,160.05
2336,1,FL-2000,Pocket Beam,3,23.07,69.21
2337,1,AC-1000,USB-C Charger,2,53.39,106.78
2338,1,BK-1000,Camp Lantern,2,89.82,179.64
2339,1,BK-1000,Camp Lantern,1,92.55,92.55
2340,1,BK-1000,Camp Lantern,2,76.32,152.64
2341,1,AC-1000,Camp Lantern,4,69.24,276.96
2342,1,FL-1000,Battery Pack,3,97.77,293.31
2343,1,FL-1000,Headlamp Lite,1,91.83,91.83
2344,1,CL-1000,Pocket Beam,4,19.54,78.16
2345,1,AC-2000,Trail Blazer,4,28.7,114.8
2346,1,HL-1000,Headlamp Lite,2,51.13,102.26
2347,1,BK-1000,Headlamp Pro,4,21.3,85.2
2348,1,CL-1000,Bike Mount,1,82.61,82.61
2349,1,FL-1000,Headlamp Lite,3,8.22,24.66
2350,1,AC-2000,Headlamp Lite,2,36.53,73.06
2351,1,HB-1000,Headlamp Lite,1,54.1,54.1
2352,1,FL-2000,Trail Blazer,4,52.44,209.76
2353,1,FL-1000,USB-C Charger,2,95.17,190.34
2354,1,CL-1000,Headlamp Lite,2,96.17,192.34
2355,1,AC-2000,Battery Pack,4,10.01,40.04
2356,1,BK-1000,Pocket Beam,3,67.75,203.25
2357,1,BK-1000,USB-C Charger,4,80.82,323.28
2358,1,FL-1000,USB-C Charger,2,76.37,152.74
2359,1,HL-1000,Camp Lantern,3,17.46,52.38
2360,1,FL-1000,Battery Pack,2,50.68,101.36
2361,1,HB-1000,USB-C Charger,4,85.07,340.28
2362,1,HB-1000,Battery Pack,2,48.53,97.06
2363,1,FL-2000,Pocket Beam,1,46.82,46.82
2364,1,FL-1000,Pocket Beam,3,17.94,53.82
2365,1,HB-1000,Bike Mount,2,55.99,111.98
2366,1,FL-2000,Battery Pack,3,58.14,174.42
2367,1,AC-1000,Headlamp Pro,4,5.32,21.28
2368,1,AC-2000,Bike Mount,2,15.44,30.88
2369,1,FL-2000,Trail Blazer,2,60.31,120.62
2370,1,HB-1000,Camp Lantern,1,24.96,24.96
2371,1,FL-1000,Battery Pack,4,60.42,241.68
2372,1,HL-1000,Trail Blazer,3,50.58,151.74
2373,1,AC-1000,Pocket Beam,1,64.48,64.48
2374,1,AC-1000,Camp Lantern,2,55.61,111.22
2375,1,FL-1000,USB-C Charger,1,63.97,63.97
2376,1,AC-2000,Pocket Beam,2,47.53,95.06
2377,1,HL-1000,Battery Pack,4,53.89,215.56
2378,1,FL-1000,Camp Lantern,4,76.4,305.6
2379,1,FL-1000,Camp Lantern,2,8.64,17.28
2380,1,HB-1000,Bike Mount,1,73.56,73.56
2381,1,HL-1000,Headlamp Lite,2,32.8,65.6
2382,1,CL-1000,Bike Mount,3,28.45,85.35
2383,1,HB-1000,Camp Lantern,2,87.18,174.36
2384,1,FL-1000,Headlamp Pro,4,39.04,156.16
2385,1,BK-1000,USB-C Charger,3,39.72,119.16
2386,1,CL-1000,Battery Pack,4,7.34,29.36
2387,1,BK-1000,Headlamp Lite,1,87.85,87.85
2388,1,FL-1000,Battery Pack,4,70.62,282.48
2389,1,HB-1000,USB-C Charger,3,42.18,126.54
2390,1,AC-1000,Camp Lantern,2,52.83,105.66
2391,1,FL-2000,Headlamp Pro,4,52.45,209.8
2392,1,HB-1000,Trail Blazer,2,55.01,110.02
2393,1,HB-1000,Battery Pack,2,15.42,30.84
2394,1,FL-1000,Trail Blazer,3,93.78,281.34
2395,1,BK-1000,Pocket Beam,2,62.51,125.02
2396,1,HB-1000,Battery Pack,1,97.33,97.33
2397,1,CL-1000,USB-C Charger,2,40.12,80.24
2398,1,BK-1000,Headlamp Lite,4,8.13,32.52
2399,1,AC-2000,USB-C Charger,4,8.76,35.04
2400,1,FL-1000,Bike Mount,3,30.64,91.92
2401,1,HB-1000,Headlamp Pro,3,76.88,230.64
2402,1,HB-1000,Headlamp Pro,4,34.64,138.56
2403,1,AC-1000,Trail Blazer,1,77.42,77.42
2404,1,AC-1000,Trail Blazer,2,43.35,86.7
2405,1,CL-1000,USB-C Charger,2,62.72,125.44
2406,1,AC-2000,Pocket Beam,3,52.86,158.58
2407,1,BK-1000,Battery Pack,3,58.97,176.91
2408,1,AC-2000,USB-C Charger,4,10.45,41.8
2409,1,AC-1000,Pocket Beam,2,58.63,117.26
2410,1,AC-1000,Pocket Beam,1,64.53,64.53
2411,1,HL-1000,Camp Lantern,2,23.72,47.44
2412,1,FL-2000,USB-C Charger,2,5.9,11.8
2413,1,AC-1000,Camp Lantern,4,90.17,360.68
2414,1,HL-1000,Camp Lantern,4,16.03,64.12
2415,1,AC-1000,Headlamp Lite,2,32.73,65.46
2416,1,HB-1000,Trail Blazer,4,9.07,36.28
2417,1,AC-2000,Battery Pack,3,49.11,147.33
2418,1,FL-2000,Bike Mount,2,69.9,139.8
2419,1,HB-1000,Battery Pack,2,43.46,86.92
2420,1,HB-1000,Pocket Beam,2,98.98,197.96
2421,1,AC-1000,Headlamp Pro,1,17.72,17.72
2422,1,FL-1000,Headlamp Lite,3,70.43,211.29
2423,1,BK-1000,Pocket Beam,4,78.04,312.16
2424,1,AC-1000,USB-C Charger,4,56.67,226.68
2425,1,HL-1000,Trail Blazer,2,67.2,134.4
2426,1,AC-1000,Trail Blazer,3,45.41,136.23
2427,1,CL-1000,Camp Lantern,2,89.96,179.92
2428,1,BK-1000,Battery Pack,1,46.98,46.98
2429,1,BK-1000,Headlamp Pro,1,80.48,80.48
2430,1,BK-1000,USB-C Charger,4,64.61,258.44
2431,1,FL-2000,USB-C Charger,1,84.93,84.93
2432,1,HL-1000,Pocket Beam,4,27.6,110.4
2433,1,AC-1000,Battery Pack,2,31.97,63.94
2434,1,AC-1000,Camp Lantern,1,64.34,64.34
2435,1,BK-1000,Trail Blazer,1,69.31,69.31
2436,1,CL-1000,Bike Mount,4,36.53,146.12
2437,1,HL-1000,USB-C Charger,4,36.23,144.92
2438,1,FL-1000,Headlamp Lite,4,65.35,261.4
2439,1,AC-2000,USB-C Charger,3,20.07,60.21
2440,1,HB-1000,Camp Lantern,2,68.03,136.06
2441,1,BK-1000,Trail Blazer,1,25.46,25.46
2442,1,BK-1000,Headlamp Lite,3,56.13,168.39
2443,1,CL-1000,Trail Blazer,4,86.85,347.4
2444,1,HB-1000,Headlamp Pro,4,24.99,99.96
2445,1,FL-2000,Battery Pack,4,17.09,68.36
2446,1,FL-1000,USB-C Charger,1,44.83,44.83
2447,1,HB-1000,Headlamp Lite,1,33.87,33.87
2448,1,BK-1000,Bike Mount,1,40.15,40.15
2449,1,AC-2000,Headlamp Pro,4,45.74,182.96
2450,1,FL-2000,Trail Blazer,4,74.87,299.48
2451,1,AC-1000,Trail Blazer,4,90.8,363.2
2452,1,AC-1000,Camp Lantern,2,7.0,14.0
2453,1,CL-1000,Battery Pack,3,29.17,87.51
2454,1,FL-2000,Pocket Beam,4,50.94,203.76
2455,1,FL-2000,Camp Lantern,3,63.24,189.72
2456,1,FL-2000,Pocket Beam,2,70.77,141.54
2457,1,AC-2000,Bike Mount,3,50.78,152.34
2458,1,HL-1000,Headlamp Lite,1,12.58,12.58
2459,1,BK-1000,Battery Pack,2,86.23,172.46
2460,1,FL-1000,USB-C Charger,3,93.44,280.32
2461,1,AC-1000,Camp Lantern,4,48.13,192.52
2462,1,AC-1000,USB-C Charger,1,37.68,37.68
2463,1,HB-1000,Trail Blazer,2,37.41,74.82
2464,1,HB-1000,Headlamp Lite,3,84.99,254.97
2465,1,HL-1000,Camp Lantern,3,37.55,112.65
2466,1,AC-1000,Battery Pack,1,16.11,16.11
2467,1,AC-2000,Camp Lantern,4,74.23,296.92
2468,1,CL-1000,Pocket Beam,4,57.25,229.0
2469,1,FL-2000,Headlamp Pro,2,32.02,64.04
2470,1,AC-1000,Battery Pack,4,11.84,47.36
2471,1,AC-1000,Battery Pack,3,41.7,125.1
2472,1,FL-2000,USB-C Charger,4,29.36,117.44
2473,1,HB-1000,Bike Mount,1,94.41,94.41
2474,1,HL-1000,Headlamp Pro,3,69.73,209.19
2475,1,AC-2000,Trail Blazer,2,14.95,29.9
2476,1,BK-1000,Battery Pack,1,86.09,86.09
2477,1,HL-1000,Headlamp Lite,3,79.11,237.33
2478,1,FL-1000,Pocket Beam,3,53.7,161.1
2479,1,HB-1000,Pocket Beam,3,20.69,62.07
2480,1,HB-1000,USB-C Charger,4,24.35,97.4
2481,1,FL-1000,Headlamp Lite,3,82.71,248.13
2482,1,HB-1000,Headlamp Pro,4,74.41,297.64
2483,1,CL-1000,Camp Lantern,3,71.78,215.34
2484,1,FL-2000,Headlamp Lite,1,86.87,86.87
2485,1,HB-1000,Camp Lantern,1,52.23,52.23
2486,1,HB-1000,Bike Mount,1,16.13,16.13
2487,1,HL-1000,Battery Pack,1,26.29,26.29
2488,1,CL-1000,Headlamp Pro,1,70.68,70.68
2489,1,FL-1000,Headlamp Pro,2,16.12,32.24
2490,1,HL-1000,Headlamp Lite,3,45.08,135.24
2491,1,FL-1000,Headlamp Lite,4,17.92,71.68
2492,1,AC-2000,USB-C Charger,1,15.27,15.27
2493,1,FL-1000,Headlamp Pro,4,54.13,216.52
2494,1,HL-1000,USB-C Charger,3,10.57,31.71
2495,1,HB-1000,Headlamp Pro,3,87.02,261.06
2496,1,HB-1000,Battery Pack,3,24.58,73.74
2497,1,FL-2000,Pocket Beam,1,78.88,78.88
2498,1,BK-1000,USB-C Charger,1,62.15,62.15
2499,1,AC-1000,Bike Mount,4,61.2,244.8
2500,1,HL-1000,Camp Lantern,2,86.92,173.84
2501,1,HL-1000,Headlamp Lite,2,66.12,132.24
2502,1,HL-1000,Trail Blazer,1,85.76,85.76
2503,1,BK-1000,USB-C Charger,1,24.73,24.73
2504,1,HL-1000,USB-C Charger,1,37.39,37.39
2505,1,FL-2000,Headlamp Lite,2,49.84,99.68
2506,1,FL-2000,Battery Pack,2,92.08,184.16
2507,1,FL-2000,Headlamp Lite,2,93.6,187.2
2508,1,BK-1000,Trail Blazer,2,96.48,192.96
2509,1,CL-1000,Trail Blazer,3,99.82,299.46
2510,1,HL-1000,Headlamp Lite,2,15.7,31.4
2511,1,FL-2000,USB-C Charger,1,70.4,70.4
2512,1,CL-1000,Battery Pack,2,32.92,65.84
2513,1,BK-1000,Battery Pack,2,33.78,67.56
2514,1,HL-1000,Battery Pack,4,8.21,32.84
2515,1,AC-2000,Trail Blazer,4,84.25,337.0
2516,1,AC-1000,Bike Mount,4,62.15,248.6
2517,1,BK-1000,Trail Blazer,4,21.7,86.8
2518,1,FL-2000,USB-C Charger,3,24.85,74.55
2519,1,FL-1000,Headlamp Lite,3,24.29,72.87
2520,1,AC-2000,Headlamp Lite,2,39.32,78.64
2521,1,AC-2000,Headlamp Pro,4,98.84,395.36
2522,1,AC-1000,Battery Pack,3,39.46,118.38
2523,1,FL-1000,Camp Lantern,2,89.61,179.22
2524,1,BK-1000,USB-C Charger,4,88.33,353.32
2525,1,HB-1000,Pocket Beam,1,30.47,30.47
2526,1,FL-1000,Headlamp Lite,4,87.28,349.12
2527,1,FL-1000,Headlamp Lite,1,31.61,31.61
2528,1,AC-1000,Headlamp Pro,3,21.29,63.87
2529,1,FL-2000,Camp Lantern,3,88.91,266.73
2530,1,FL-1000,USB-C Charger,2,47.31,94.62
2531,1,FL-1000,Headlamp Pro,2,26.53,53.06
2532,1,HB-1000,USB-C Charger,2,63.66,127.32
2533,1,HB-1000,Headlamp Pro,1,68.9,68.9
2534,1,AC-1000,Camp Lantern,3,79.89,239.67
2535,1,HB-1000,Battery Pack,1,59.22,59.22
2536,1,BK-1000,Camp Lantern,3,26.01,78.03
2537,1,BK-1000,USB-C Charger,3,78.1,234.3
2538,1,BK-1000,USB-C Charger,4,51.68,206.72
2539,1,HB-1000,Battery Pack,1,98.74,98.74
2540,1,CL-1000,Camp Lantern,3,68.26,204.78
2541,1,HL-1000,Headlamp Pro,2,86.82,173.64
2542,1,AC-2000,Trail Blazer,1,31.02,31.02
2543,1,FL-2000,USB-C Charger,3,23.21,69.63
